name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity 
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
GJ 160.2 b,84,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,2013,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,2013,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,2013,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,2009,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,2014,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,2014,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,2020,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,2020,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,2020,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
HATS-61 b,2217,3.4 Jupiters,13.352,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6451/hats-61-b/,Gas Giant,2018,3.4 Jupiters,1.195 x Jupiter,0.07908 AU,7.8 days,0.09
HATS-62 b,1706,0.179 Jupiters,14.171,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6452/hats-62-b/,Gas Giant,2018,0.179 Jupiters,1.055 x Jupiter,0.04163 AU,3.3 days,0.3
HATS-63 b,2033,0.96 Jupiters,13.992,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6453/hats-63-b/,Gas Giant,2018,0.96 Jupiters,1.207 x Jupiter,0.04026 AU,3.1 days,0.14
HATS-64 b,3523,0.96 Jupiters,13.045,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6454/hats-64-b/,Gas Giant,2018,0.96 Jupiters,1.679 x Jupiter,0.06562 AU,4.9 days,0.15
HATS-65 b,1609,0.821 Jupiters,12.679,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6455/hats-65-b/,Gas Giant,2018,0.821 Jupiters,1.501 x Jupiter,0.04497 AU,3.1 days,0.06
HATS-66 b,4821,5.33 Jupiters,14.283,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6456/hats-66-b/,Gas Giant,2018,5.33 Jupiters,1.411 x Jupiter,0.04714 AU,3.1 days,0.06
HATS-67 b,3132,1.45 Jupiters,13.698,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6457/hats-67-b/,Gas Giant,2018,1.45 Jupiters,1.685 x Jupiter,0.03032 AU,1.6 days,0.06
HATS-68 b,1970,1.29 Jupiters,12.312,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6458/hats-68-b/,Gas Giant,2018,1.29 Jupiters,1.232 x Jupiter,0.05071 AU,3.6 days,0.04
HATS-69 b,1352,0.577 Jupiters,14.074,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6459/hats-69-b/,Gas Giant,2018,0.577 Jupiters,0.945 x Jupiter,0.03211 AU,2.2 days,0.52
HATS-6 b,552,0.319 Jupiters,15.044,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1268/hats-6-b/,Gas Giant,2015,0.319 Jupiters,0.998 x Jupiter,0.03623 AU,3.3 days,0.0
HATS-61 b,2217,3.4 Jupiters,13.352,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6451/hats-61-b/,Gas Giant,2018,3.4 Jupiters,1.195 x Jupiter,0.07908 AU,7.8 days,0.09
HATS-62 b,1706,0.179 Jupiters,14.171,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6452/hats-62-b/,Gas Giant,2018,0.179 Jupiters,1.055 x Jupiter,0.04163 AU,3.3 days,0.3
HATS-63 b,2033,0.96 Jupiters,13.992,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6453/hats-63-b/,Gas Giant,2018,0.96 Jupiters,1.207 x Jupiter,0.04026 AU,3.1 days,0.14
HATS-64 b,3523,0.96 Jupiters,13.045,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6454/hats-64-b/,Gas Giant,2018,0.96 Jupiters,1.679 x Jupiter,0.06562 AU,4.9 days,0.15
HATS-65 b,1609,0.821 Jupiters,12.679,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6455/hats-65-b/,Gas Giant,2018,0.821 Jupiters,1.501 x Jupiter,0.04497 AU,3.1 days,0.06
HATS-66 b,4821,5.33 Jupiters,14.283,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6456/hats-66-b/,Gas Giant,2018,5.33 Jupiters,1.411 x Jupiter,0.04714 AU,3.1 days,0.06
HATS-67 b,3132,1.45 Jupiters,13.698,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6457/hats-67-b/,Gas Giant,2018,1.45 Jupiters,1.685 x Jupiter,0.03032 AU,1.6 days,0.06
HATS-68 b,1970,1.29 Jupiters,12.312,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6458/hats-68-b/,Gas Giant,2018,1.29 Jupiters,1.232 x Jupiter,0.05071 AU,3.6 days,0.04
HATS-69 b,1352,0.577 Jupiters,14.074,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6459/hats-69-b/,Gas Giant,2018,0.577 Jupiters,0.945 x Jupiter,0.03211 AU,2.2 days,0.52
HATS-6 b,552,0.319 Jupiters,15.044,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1268/hats-6-b/,Gas Giant,2015,0.319 Jupiters,0.998 x Jupiter,0.03623 AU,3.3 days,0.0
HD 10180 d,127,11.75 Earths,7.33,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6807/hd-10180-d/,Neptune-like,2010,11.75 Earths,0.308 x Jupiter,0.12859 AU,16.4 days,0.13
HD 10180 e,127,25.1 Earths,7.33,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6808/hd-10180-e/,Neptune-like,2010,25.1 Earths,0.481 x Jupiter,0.2699 AU,49.7 days,0.05
HD 10180 f,127,23.9 Earths,7.33,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6809/hd-10180-f/,Neptune-like,2010,23.9 Earths,0.468 x Jupiter,0.4929 AU,122.7 days,0.12
HD 10180 g,127,21.4 Earths,7.33,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6810/hd-10180-g/,Neptune-like,2010,21.4 Earths,0.438 x Jupiter,1.427 AU,1.7 years,0.26
HD 10180 h,127,0.203 Jupiters,7.33,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6811/hd-10180-h/,Gas Giant,2010,0.203 Jupiters,0.838 x Jupiter,3.381 AU,6 years,0.1
HD 101930 b,98,0.25 Jupiters,8.21,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6716/hd-101930-b/,Gas Giant,2005,0.25 Jupiters,0.949 x Jupiter,0.3 AU,70.5 days,0.11
HD 102117 b,129,0.17 Jupiters,7.47,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6717/hd-102117-b/,Gas Giant,2005,0.17 Jupiters,0.756 x Jupiter,0.15 AU,20.8 days,0.12
HD 102195 b,96,0.41 Jupiters,8.07,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6718/hd-102195-b/,Gas Giant,2006,0.41 Jupiters,1.27 x Jupiter,0.05 AU,4.1 days,0.0
HD 102272 b,1132,4.94 Jupiters,8.69,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6719/hd-102272-b/,Gas Giant,2008,4.94 Jupiters,1.15 x Jupiter,0.51 AU,127.6 days,0.05
HD 102329 b,708,8.16 Jupiters,7.88,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6721/hd-102329-b/,Gas Giant,2011,8.16 Jupiters,1.12 x Jupiter,1.81 AU,2.1 years,0.21
HD 102329 c,708,1.52 Jupiters,7.88,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7295/hd-102329-c/,Gas Giant,2018,1.52 Jupiters,1.21 x Jupiter,Unknown,3.1 years,0.21
HD 102365 b,30,16 Earths,4.89,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6720/hd-102365-b/,Neptune-like,2010,16 Earths,0.369 x Jupiter,0.46 AU,122.1 days,0.34
HD 102843 b,205,0.35837 Jupiters,9.26,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7375/hd-102843-b/,Gas Giant,2019,0.35837 Jupiters,1.17 x Jupiter,4.074 AU,8.5 years,0.11
HD 102956 b,398,0.96 Jupiters,7.86,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6722/hd-102956-b/,Gas Giant,2010,0.96 Jupiters,1.23 x Jupiter,0.0807 AU,6.5 days,0.04
HD 103197 b,186,28.6047 Earths,9.4,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6723/hd-103197-b/,Neptune-like,2009,28.6047 Earths,0.52 x Jupiter,0.25 AU,47.8 days,0.0
HD 103720 b,149,0.62 Jupiters,9.5,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6724/hd-103720-b/,Gas Giant,2014,0.62 Jupiters,1.26 x Jupiter,0.0498 AU,4.6 days,0.09
HD 103774 b,184,0.367 Jupiters,7.13463,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6725/hd-103774-b/,Gas Giant,2013,0.367 Jupiters,1.19 x Jupiter,0.07 AU,5.9 days,0.09
HD 103949 b,86,11.2 Earths,8.7,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7376/hd-103949-b/,Neptune-like,2019,11.2 Earths,0.299 x Jupiter,0.439 AU,120.9 days,0.19
HD 104067 b,66,0.16 Jupiters,7.92,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6726/hd-104067-b/,Gas Giant,2009,0.16 Jupiters,0.729 x Jupiter,0.26 AU,55.8 days,0.0
HD 10442 b,442,1.487 Jupiters,7.828,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6812/hd-10442-b/,Gas Giant,2014,1.487 Jupiters,1.21 x Jupiter,2.01 AU,2.8 years,0.13
HD 104985 b,328,8.3 Jupiters,5.79389,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6727/hd-104985-b/,Gas Giant,2003,8.3 Jupiters,1.12 x Jupiter,0.95 AU,199.5 days,0.09
HD 106252 b,125,6.93 Jupiters,7.41,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6728/hd-106252-b/,Gas Giant,2002,6.93 Jupiters,1.13 x Jupiter,2.61 AU,4.2 years,0.48
HD 106270 b,306,10.13 Jupiters,7.58,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6729/hd-106270-b/,Gas Giant,2011,10.13 Jupiters,1.11 x Jupiter,3.34 AU,5.2 years,0.19
HD 106315 b,357,12.6 Earths,8.951,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7330/hd-106315-b/,Super Earth,2017,12.6 Earths,0.218 x Jupiter,0.0907 AU,9.6 days,0.09
HD 106315 c,357,15.2 Earths,8.951,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7331/hd-106315-c/,Neptune-like,2017,15.2 Earths,0.388 x Jupiter,0.1536 AU,21.1 days,0.22
HD 10647 b,57,0.94 Jupiters,5.52,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6813/hd-10647-b/,Gas Giant,2006,0.94 Jupiters,1.23 x Jupiter,2.015 AU,2.7 years,0.15
HD 106515 A b,111,9.61 Jupiters,7.971,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6730/hd-106515-a-b/,Gas Giant,2012,9.61 Jupiters,1.11 x Jupiter,4.59 AU,9.9 years,0.57
HD 106906 b,336,11 Jupiters,7.8,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6731/hd-106906-b/,Gas Giant,2013,11 Jupiters,1.11 x Jupiter,650.0 AU,13538.6 years,0.0
HD 10697 b,108,6.383 Jupiters,6.28262,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6571/hd-10697-b/,Gas Giant,1999,6.383 Jupiters,1.13 x Jupiter,2.14 AU,2.9 years,0.1
HD 107148 b,161,0.21 Jupiters,8.01,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6732/hd-107148-b/,Gas Giant,2005,0.21 Jupiters,0.856 x Jupiter,0.269 AU,48.1 days,0.05
HD 107148 c,161,19.89606 Earths,8.01,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7877/hd-107148-c/,Neptune-like,2021,19.89606 Earths,0.42 x Jupiter,0.1407 AU,18.3 days,0.34
